task_id,source,category,model,strategy,run_number,passed,error_type,input_tokens,output_tokens,retrieval_latency_ms,llm_latency_ms,total_latency_ms,estimated_cost_usd,execution_time_s,few_shot_ids,rag_doc_ids,error_msg
mbpp_723,MBPP,C_borderline,openai/gpt-oss-20b,S1,1,True,,305,115,12.51,3625.29,3637.8,3.82e-05,0.0663,"[""fs_728"", ""fs_760""]",[],
mbpp_726,MBPP,C_borderline,openai/gpt-oss-20b,S1,1,True,,311,143,16.46,2961.48,2977.94,4.2e-05,0.0834,"[""fs_750"", ""fs_616""]",[],
mbpp_739,MBPP,C_borderline,openai/gpt-oss-20b,S1,1,False,runtime_error,381,1024,15.46,4621.77,4637.23,0.0001534,0.1043,"[""fs_603"", ""fs_755""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpixczew6c.py"", line 4, in <module>
    assert find_Index(2) == 4
           ^^^^^^^^^^
NameError: name 'find_Index' is not"
mbpp_741,MBPP,C_borderline,openai/gpt-oss-20b,S1,1,True,,268,102,9.7,7585.21,7594.91,3.37e-05,0.0515,"[""fs_602"", ""fs_760""]",[],
mbpp_757,MBPP,C_borderline,openai/gpt-oss-20b,S1,1,True,,279,345,15.06,2827.04,2842.1,6.37e-05,0.0642,"[""fs_604"", ""fs_602""]",[],
mbpp_770,MBPP,C_borderline,openai/gpt-oss-20b,S1,1,True,,307,150,11.59,3596.36,3607.95,4.26e-05,0.054,"[""fs_724"", ""fs_738""]",[],
mbpp_779,MBPP,C_borderline,openai/gpt-oss-20b,S1,1,True,,337,139,11.37,3593.38,3604.75,4.36e-05,0.0656,"[""fs_758"", ""fs_750""]",[],
humaneval_0,HumanEval,A_easy,openai/gpt-oss-20b,S1,1,True,,358,249,26.92,3472.51,3499.43,5.85e-05,0.0945,"[""fs_755"", ""fs_629""]",[],
humaneval_11,HumanEval,A_easy,openai/gpt-oss-20b,S1,1,True,,364,100,20.26,3534.35,3554.61,4.11e-05,0.0763,"[""fs_633"", ""fs_619""]",[],
humaneval_12,HumanEval,A_easy,openai/gpt-oss-20b,S1,1,True,,364,325,23.43,3826.05,3849.48,6.81e-05,0.0819,"[""fs_639"", ""fs_602""]",[],
humaneval_13,HumanEval,A_easy,openai/gpt-oss-20b,S1,1,True,,406,269,18.51,5064.6,5083.11,6.48e-05,0.0873,"[""fs_605"", ""fs_603""]",[],
humaneval_14,HumanEval,A_easy,openai/gpt-oss-20b,S1,1,True,,290,443,17.4,2875.68,2893.08,7.64e-05,0.0894,"[""fs_602"", ""fs_732""]",[],
humaneval_15,HumanEval,A_easy,openai/gpt-oss-20b,S1,1,True,,313,186,18.68,5620.05,5638.73,4.74e-05,0.0746,"[""fs_619"", ""fs_732""]",[],
humaneval_16,HumanEval,A_easy,openai/gpt-oss-20b,S1,1,True,,305,208,19.1,2713.34,2732.44,4.94e-05,0.0839,"[""fs_602"", ""fs_760""]",[],
humaneval_17,HumanEval,A_easy,openai/gpt-oss-20b,S1,1,True,,476,312,37.9,4795.75,4833.65,7.55e-05,0.1003,"[""fs_603"", ""fs_629""]",[],
humaneval_18,HumanEval,A_easy,openai/gpt-oss-20b,S1,1,True,,379,173,35.48,4590.99,4626.47,5.11e-05,0.1002,"[""fs_602"", ""fs_758""]",[],
humaneval_19,HumanEval,A_easy,openai/gpt-oss-20b,S1,1,True,,363,367,29.54,3843.09,3872.63,7.31e-05,0.1025,"[""fs_749"", ""fs_755""]",[],
humaneval_32,HumanEval,D_hard,openai/gpt-oss-20b,S1,1,True,,540,907,58.85,7416.31,7475.16,0.000152,0.2523,"[""fs_632"", ""fs_633""]",[],
humaneval_36,HumanEval,D_hard,openai/gpt-oss-20b,S1,1,True,,415,650,22.11,8120.51,8142.62,0.0001112,0.0743,"[""fs_603"", ""fs_605""]",[],
humaneval_39,HumanEval,D_hard,openai/gpt-oss-20b,S1,1,True,,432,580,22.19,8259.43,8281.62,0.0001042,0.0717,"[""fs_605"", ""fs_603""]",[],
mbpp_18,MBPP,D_hard,openai/gpt-oss-20b,S1,1,False,runtime_error,280,453,11.08,6002.12,6013.2,7.68e-05,0.0975,"[""fs_748"", ""fs_602""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp8byqdmyd.py"", line 5, in <module>
    assert remove_dirty_chars(""probasscurve"", ""pros"") == 'bacuve'
           ^^^^^^^^^^"
mbpp_56,MBPP,D_hard,openai/gpt-oss-20b,S1,1,False,runtime_error,268,245,12.51,3644.18,3656.69,5.08e-05,0.1067,"[""fs_755"", ""fs_629""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpyrs9b1z4.py"", line 8, in <module>
    assert check(70) == False
           ^^^^^
NameError: name 'check' is not defined"
humaneval_1,HumanEval,B_gap,openai/gpt-oss-20b,S1,2,True,,343,440,24.43,4889.44,4913.87,8.02e-05,0.0545,"[""fs_640"", ""fs_725""]",[],
humaneval_10,HumanEval,B_gap,openai/gpt-oss-20b,S1,2,False,assertion_error,359,846,62.12,5554.82,5616.94,0.0001302,0.1119,"[""fs_604"", ""fs_643""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp8sk_w5up.py"", line 21, in <module>
    check(make_palindrome)
    ~~~~~^^^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Lo"
humaneval_33,HumanEval,B_gap,openai/gpt-oss-20b,S1,2,True,,450,462,23.4,8875.23,8898.63,9.14e-05,0.0499,"[""fs_755"", ""fs_754""]",[],
humaneval_38,HumanEval,B_gap,openai/gpt-oss-20b,S1,2,False,runtime_error,418,276,26.81,5761.99,5788.8,6.66e-05,0.1073,"[""fs_602"", ""fs_619""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpajr30u3v.py"", line 22, in <module>
    check(decode_cyclic)
    ~~~~~^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\"
humaneval_40,HumanEval,B_gap,openai/gpt-oss-20b,S1,2,True,,423,588,29.92,5141.42,5171.34,0.0001044,0.0837,"[""fs_728"", ""fs_744""]",[],
humaneval_41,HumanEval,B_gap,openai/gpt-oss-20b,S1,2,True,,693,389,38.15,7925.33,7963.48,0.0001021,0.0687,"[""fs_603"", ""fs_721""]",[],
humaneval_9,HumanEval,B_gap,openai/gpt-oss-20b,S1,2,True,,368,244,19.42,5712.55,5731.97,5.87e-05,0.0768,"[""fs_611"", ""fs_753""]",[],
mbpp_11,MBPP,B_gap,openai/gpt-oss-20b,S1,2,True,,278,269,12.67,3732.6,3745.27,5.45e-05,0.0539,"[""fs_602"", ""fs_640""]",[],
mbpp_14,MBPP,B_gap,openai/gpt-oss-20b,S1,2,True,,276,273,9.66,3775.48,3785.14,5.48e-05,0.063,"[""fs_742"", ""fs_731""]",[],
mbpp_16,MBPP,B_gap,openai/gpt-oss-20b,S1,2,True,,258,284,11.61,2713.26,2724.87,5.47e-05,0.0709,"[""fs_624"", ""fs_631""]",[],
mbpp_61,MBPP,B_gap,openai/gpt-oss-20b,S1,2,True,,300,247,12.18,4789.65,4801.83,5.36e-05,0.0617,"[""fs_724"", ""fs_639""]",[],
mbpp_620,MBPP,B_gap,openai/gpt-oss-20b,S1,2,True,,289,310,10.84,3834.87,3845.71,6.03e-05,0.0489,"[""fs_611"", ""fs_755""]",[],
mbpp_627,MBPP,B_gap,openai/gpt-oss-20b,S1,2,False,assertion_error,311,402,14.42,3916.73,3931.15,7.31e-05,0.1127,"[""fs_755"", ""fs_753""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpr31h2au9.py"", line 13, in <module>
    assert find_First_Missing([2,3,5,8,9]) == 0
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_63,MBPP,B_gap,openai/gpt-oss-20b,S1,2,False,assertion_error,356,325,11.41,4500.68,4512.09,6.75e-05,0.1137,"[""fs_740"", ""fs_763""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmprche7wlo.py"", line 10, in <module>
    assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7
           ^^^^^^^^^"
mbpp_635,MBPP,B_gap,openai/gpt-oss-20b,S1,2,True,,285,203,10.17,4536.1,4546.27,4.72e-05,0.0705,"[""fs_749"", ""fs_755""]",[],
mbpp_641,MBPP,B_gap,openai/gpt-oss-20b,S1,2,True,,370,407,7.8,3891.94,3899.74,7.84e-05,0.0478,"[""fs_752"", ""fs_623""]",[],
mbpp_72,MBPP,B_gap,openai/gpt-oss-20b,S1,2,True,,346,390,13.95,3863.92,3877.87,7.45e-05,0.0692,"[""fs_763"", ""fs_616""]",[],
mbpp_734,MBPP,B_gap,openai/gpt-oss-20b,S1,2,True,,380,400,16.91,5892.91,5909.82,7.84e-05,0.0608,"[""fs_758"", ""fs_728""]",[],
mbpp_745,MBPP,B_gap,openai/gpt-oss-20b,S1,2,True,,311,227,16.05,5704.4,5720.45,5.21e-05,0.0694,"[""fs_629"", ""fs_619""]",[],
mbpp_747,MBPP,B_gap,openai/gpt-oss-20b,S1,2,False,assertion_error,349,650,12.84,4235.51,4248.35,0.0001059,0.0981,"[""fs_754"", ""fs_602""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpybn92kbd.py"", line 29, in <module>
    assert lcs_of_three('AGGT12', '12TXAYB', '12XBA') == 2
           ^^^^^^^^^^^^^^^^"
humaneval_20,HumanEval,C_borderline,openai/gpt-oss-20b,S1,2,True,,441,331,30.93,6771.89,6802.82,7.5e-05,0.0879,"[""fs_755"", ""fs_753""]",[],
mbpp_608,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,False,assertion_error,368,468,12.5,5276.8,5289.3,8.56e-05,0.1199,"[""fs_623"", ""fs_752""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpxqkv3nit.py"", line 16, in <module>
    assert bell_Number(2) == 2
           ^^^^^^^^^^^^^^^^^^^
AssertionError"
mbpp_612,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,False,assertion_error,382,140,13.84,5666.42,5680.26,4.74e-05,0.1187,"[""fs_728"", ""fs_758""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpxx1stldo.py"", line 7, in <module>
    assert merge([['x', 'y','z' ], ['a', 'b','c'], ['m', 'n','o']]) == [['x', 'a', 'm']"
mbpp_614,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,True,,266,411,11.53,795.03,806.56,7.06e-05,0.0638,"[""fs_615"", ""fs_750""]",[],
mbpp_637,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,False,runtime_error,309,227,10.59,4697.44,4708.03,5.2e-05,0.1049,"[""fs_605"", ""fs_762""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpqajv85lj.py"", line 5, in <module>
    assert noprofit_noloss(1500,1200)==False
           ~~~~~~~~~~~~~~~^^^^^^^^^^^
Type"
mbpp_644,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,True,,263,227,9.85,2491.92,2501.77,4.83e-05,0.0732,"[""fs_743"", ""fs_604""]",[],
mbpp_67,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,True,,345,1024,38.57,5566.02,5604.59,0.0001505,0.0695,"[""fs_623"", ""fs_603""]",[],
mbpp_722,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,True,,370,165,14.57,8746.36,8760.93,4.94e-05,0.0685,"[""fs_753"", ""fs_740""]",[],
mbpp_723,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,True,,305,101,11.55,2491.56,2503.11,3.65e-05,0.0458,"[""fs_728"", ""fs_760""]",[],
mbpp_726,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,True,,311,136,13.69,2556.82,2570.51,4.12e-05,0.0479,"[""fs_750"", ""fs_616""]",[],
mbpp_739,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,False,runtime_error,381,1024,13.81,4799.98,4813.79,0.0001534,0.0891,"[""fs_603"", ""fs_755""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpo1czw5_8.py"", line 4, in <module>
    assert find_Index(2) == 4
           ^^^^^^^^^^
NameError: name 'find_Index' is not"
mbpp_741,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,True,,268,114,11.11,8526.14,8537.25,3.51e-05,0.0482,"[""fs_602"", ""fs_760""]",[],
mbpp_757,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,True,,279,356,13.64,2795.23,2808.87,6.5e-05,0.065,"[""fs_604"", ""fs_602""]",[],
mbpp_770,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,True,,307,164,11.53,3500.25,3511.78,4.42e-05,0.0493,"[""fs_724"", ""fs_738""]",[],
mbpp_779,MBPP,C_borderline,openai/gpt-oss-20b,S1,2,True,,337,263,13.4,3710.36,3723.76,5.85e-05,0.0721,"[""fs_758"", ""fs_750""]",[],
humaneval_0,HumanEval,A_easy,openai/gpt-oss-20b,S1,2,True,,358,548,23.54,4047.85,4071.39,9.44e-05,0.0799,"[""fs_755"", ""fs_629""]",[],
humaneval_11,HumanEval,A_easy,openai/gpt-oss-20b,S1,2,True,,364,215,15.48,6424.61,6440.09,5.49e-05,0.0716,"[""fs_633"", ""fs_619""]",[],
humaneval_12,HumanEval,A_easy,openai/gpt-oss-20b,S1,2,True,,364,131,25.97,3678.29,3704.26,4.48e-05,0.0822,"[""fs_639"", ""fs_602""]",[],
humaneval_13,HumanEval,A_easy,openai/gpt-oss-20b,S1,2,True,,406,190,14.17,3756.5,3770.67,5.53e-05,0.0504,"[""fs_605"", ""fs_603""]",[],
humaneval_14,HumanEval,A_easy,openai/gpt-oss-20b,S1,2,True,,290,161,14.69,2623.5,2638.19,4.25e-05,0.0691,"[""fs_602"", ""fs_732""]",[],
humaneval_15,HumanEval,A_easy,openai/gpt-oss-20b,S1,2,True,,313,247,24.0,3856.56,3880.56,5.47e-05,0.057,"[""fs_619"", ""fs_732""]",[],
humaneval_16,HumanEval,A_easy,openai/gpt-oss-20b,S1,2,True,,305,131,17.12,2591.56,2608.68,4.01e-05,0.0714,"[""fs_602"", ""fs_760""]",[],
humaneval_17,HumanEval,A_easy,openai/gpt-oss-20b,S1,2,True,,476,311,32.25,3790.89,3823.14,7.54e-05,0.0578,"[""fs_603"", ""fs_629""]",[],
humaneval_18,HumanEval,A_easy,openai/gpt-oss-20b,S1,2,True,,379,312,22.08,3776.16,3798.24,6.78e-05,0.0798,"[""fs_602"", ""fs_758""]",[],
humaneval_19,HumanEval,A_easy,openai/gpt-oss-20b,S1,2,True,,363,253,21.09,6731.4,6752.49,5.94e-05,0.0834,"[""fs_749"", ""fs_755""]",[],
humaneval_32,HumanEval,D_hard,openai/gpt-oss-20b,S1,2,True,,540,774,38.92,4347.17,4386.09,0.0001361,0.0828,"[""fs_632"", ""fs_633""]",[],
humaneval_36,HumanEval,D_hard,openai/gpt-oss-20b,S1,2,False,runtime_error,415,1024,17.57,10751.87,10769.44,0.0001561,0.0943,"[""fs_603"", ""fs_605""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmplaw1apjn.py"", line 16, in <module>
    check(fizz_buzz)
          ^^^^^^^^^
NameError: name 'fizz_buzz' is not defined"
humaneval_39,HumanEval,D_hard,openai/gpt-oss-20b,S1,2,True,,432,558,17.0,10020.95,10037.95,0.0001015,0.0839,"[""fs_605"", ""fs_603""]",[],
mbpp_18,MBPP,D_hard,openai/gpt-oss-20b,S1,2,False,runtime_error,280,1024,25.18,5473.98,5499.16,0.0001453,0.1607,"[""fs_748"", ""fs_602""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp49a2jr03.py"", line 4, in <module>
    assert remove_dirty_chars(""probasscurve"", ""pros"") == 'bacuve'
           ^^^^^^^^^^"
mbpp_56,MBPP,D_hard,openai/gpt-oss-20b,S1,2,False,runtime_error,268,288,26.27,8728.64,8754.91,5.6e-05,0.1289,"[""fs_755"", ""fs_629""]",[],"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpmpflzju3.py"", line 8, in <module>
    assert check(70) == False
           ^^^^^
NameError: name 'check' is not defined"
humaneval_1,HumanEval,B_gap,openai/gpt-oss-20b,S2,1,True,,617,440,27.43,7139.61,7167.04,0.0001022,0.117,[],"[""rag_string_manipulation"", ""rag_regex_patterns"", ""rag_edge_cases_checklist""]",
humaneval_10,HumanEval,B_gap,openai/gpt-oss-20b,S2,1,True,,615,436,79.52,6908.37,6987.89,0.0001015,0.1062,[],"[""rag_two_pointers"", ""rag_string_manipulation"", ""rag_regex_patterns""]",
humaneval_33,HumanEval,B_gap,openai/gpt-oss-20b,S2,1,True,,677,426,17.54,8013.78,8031.32,0.0001053,0.0595,[],"[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_set_operations""]",
humaneval_38,HumanEval,B_gap,openai/gpt-oss-20b,S2,1,False,runtime_error,691,297,24.91,7976.52,8001.43,9.09e-05,0.1105,[],"[""rag_string_manipulation"", ""rag_type_conversions"", ""rag_regex_patterns""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmph7j89ud8.py"", line 19, in <module>
    check(decode_cyclic)
    ~~~~~^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\"
humaneval_40,HumanEval,B_gap,openai/gpt-oss-20b,S2,1,True,,719,476,26.22,4998.93,5025.15,0.0001146,0.0654,[],"[""rag_edge_cases_checklist"", ""rag_bit_manipulation"", ""rag_set_operations""]",
humaneval_41,HumanEval,B_gap,openai/gpt-oss-20b,S2,1,True,,677,415,21.11,7967.53,7988.64,0.000104,0.0452,[],"[""rag_collections_deque"", ""rag_bit_manipulation"", ""rag_binary_search""]",
humaneval_9,HumanEval,B_gap,openai/gpt-oss-20b,S2,1,True,,588,216,16.67,5596.89,5613.56,7.3e-05,0.0849,[],"[""rag_heap_priority_queue"", ""rag_collections_deque"", ""rag_sorting_custom_keys""]",
mbpp_11,MBPP,B_gap,openai/gpt-oss-20b,S2,1,True,,532,345,9.37,6012.27,6021.64,8.4e-05,0.067,[],"[""rag_string_manipulation"", ""rag_regex_patterns"", ""rag_hashmap_counter""]",
mbpp_14,MBPP,B_gap,openai/gpt-oss-20b,S2,1,True,,578,351,8.66,4892.7,4901.36,8.84e-05,0.0721,[],"[""rag_math_geometry"", ""rag_math_gcd_lcm"", ""rag_binary_search""]",
mbpp_16,MBPP,B_gap,openai/gpt-oss-20b,S2,1,False,runtime_error,547,1024,11.97,8483.32,8495.29,0.0001666,0.1039,[],"[""rag_string_manipulation"", ""rag_edge_cases_checklist"", ""rag_regex_patterns""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpzsupk9kz.py"", line 4, in <module>
    assert text_lowercase_underscore(""aab_cbbbc"")==(True)
           ^^^^^^^^^^^^^^^^^^"
mbpp_61,MBPP,B_gap,openai/gpt-oss-20b,S2,1,True,,508,551,9.03,11105.32,11114.35,0.0001068,0.0741,[],"[""rag_regex_patterns"", ""rag_prefix_sums"", ""rag_hashmap_counter""]",
mbpp_620,MBPP,B_gap,openai/gpt-oss-20b,S2,1,True,,508,349,9.55,6906.52,6916.07,8.25e-05,0.0762,[],"[""rag_itertools_combinations"", ""rag_math_gcd_lcm"", ""rag_heap_priority_queue""]",
mbpp_627,MBPP,B_gap,openai/gpt-oss-20b,S2,1,False,assertion_error,524,257,7.59,5866.89,5874.48,7.28e-05,0.0836,[],"[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_math_gcd_lcm""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpv0pzncny.py"", line 13, in <module>
    assert find_First_Missing([2,3,5,8,9]) == 0
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_63,MBPP,B_gap,openai/gpt-oss-20b,S2,1,False,assertion_error,542,548,8.71,4027.02,4035.73,0.0001091,0.1066,[],"[""rag_set_operations"", ""rag_itertools_combinations"", ""rag_edge_cases_checklist""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpgl9r28ni.py"", line 16, in <module>
    assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7
           ^^^^^^^^^"
mbpp_635,MBPP,B_gap,openai/gpt-oss-20b,S2,1,True,,502,170,9.57,8488.88,8498.45,6.06e-05,0.0764,[],"[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_itertools_combinations""]",
mbpp_641,MBPP,B_gap,openai/gpt-oss-20b,S2,1,True,,620,292,8.74,5734.53,5743.27,8.46e-05,0.0793,[],"[""rag_bit_manipulation"", ""rag_recursion_base_cases"", ""rag_prime_numbers_sieve""]",
mbpp_72,MBPP,B_gap,openai/gpt-oss-20b,S2,1,True,,593,747,11.52,7255.85,7267.37,0.0001371,0.0541,[],"[""rag_type_conversions"", ""rag_bit_manipulation"", ""rag_math_gcd_lcm""]",
mbpp_734,MBPP,B_gap,openai/gpt-oss-20b,S2,1,True,,532,512,17.3,9007.57,9024.87,0.000104,0.0615,[],"[""rag_prefix_sums"", ""rag_itertools_combinations"", ""rag_edge_cases_checklist""]",
mbpp_745,MBPP,B_gap,openai/gpt-oss-20b,S2,1,True,,571,280,15.28,4777.17,4792.45,7.93e-05,0.068,[],"[""rag_regex_patterns"", ""rag_math_gcd_lcm"", ""rag_type_conversions""]",
mbpp_747,MBPP,B_gap,openai/gpt-oss-20b,S2,1,False,assertion_error,505,700,15.06,8310.24,8325.3,0.0001244,0.0959,[],"[""rag_hashmap_counter"", ""rag_sliding_window"", ""rag_monotonic_stack""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpfuewf0e3.py"", line 40, in <module>
    assert lcs_of_three('AGGT12', '12TXAYB', '12XBA') == 2
           ^^^^^^^^^^^^^^^^"
humaneval_20,HumanEval,C_borderline,openai/gpt-oss-20b,S2,1,True,,674,581,28.9,9366.92,9395.82,0.0001236,0.0969,[],"[""rag_sorting_custom_keys"", ""rag_heap_priority_queue"", ""rag_binary_search""]",
mbpp_608,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,False,assertion_error,665,534,12.27,8997.3,9009.57,0.0001173,0.1484,[],"[""rag_bit_manipulation"", ""rag_type_conversions"", ""rag_prime_numbers_sieve""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpa17wkizd.py"", line 18, in <module>
    assert bell_Number(2) == 2
           ^^^^^^^^^^^^^^^^^^^
AssertionError"
mbpp_612,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,False,assertion_error,556,176,20.51,6685.31,6705.82,6.56e-05,0.2162,[],"[""rag_collections_deque"", ""rag_set_operations"", ""rag_itertools_combinations""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpof3mdifg.py"", line 7, in <module>
    assert merge([['x', 'y','z' ], ['a', 'b','c'], ['m', 'n','o']]) == [['x', 'a', 'm']"
mbpp_614,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,True,,512,232,15.57,4411.47,4427.04,6.88e-05,0.057,[],"[""rag_prefix_sums"", ""rag_edge_cases_checklist"", ""rag_itertools_combinations""]",
mbpp_637,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,True,,549,416,8.01,6070.85,6078.86,9.38e-05,0.0744,[],"[""rag_edge_cases_checklist"", ""rag_bit_manipulation"", ""rag_two_pointers""]",
mbpp_644,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,False,assertion_error,549,290,10.0,6777.76,6787.76,7.87e-05,0.104,[],"[""rag_sorting_custom_keys"", ""rag_monotonic_stack"", ""rag_matrix_2d_grid""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp7x61j08s.py"", line 9, in <module>
    assert reverse_Array_Upto_K([1, 2, 3, 4, 5, 6],4) == [4, 3, 2, 1, 5, 6]
           "
mbpp_67,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,True,,523,380,28.52,6025.11,6053.63,8.74e-05,0.0699,[],"[""rag_itertools_combinations"", ""rag_bit_manipulation"", ""rag_dynamic_programming_1d""]",
mbpp_722,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,False,assertion_error,555,251,12.74,5488.87,5501.61,7.45e-05,0.1329,[],"[""rag_sorting_custom_keys"", ""rag_edge_cases_checklist"", ""rag_monotonic_stack""]","Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpn9a7cs3t.py"", line 10, in <module>
    assert filter_data({'Cierra Vega': (6.2, 70), 'Alden Cantrell': (5.9, 65), 'Kierra"
mbpp_723,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,True,,576,148,11.04,5687.66,5698.7,6.38e-05,0.4276,[],"[""rag_bit_manipulation"", ""rag_hashmap_counter"", ""rag_edge_cases_checklist""]",
mbpp_726,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,True,,514,172,784.92,3683.07,4467.99,6.18e-05,0.05,[],"[""rag_itertools_combinations"", ""rag_dynamic_programming_1d"", ""rag_recursion_base_cases""]",
mbpp_739,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,True,,585,546,10.03,6060.11,6070.14,0.0001123,0.0675,[],"[""rag_math_gcd_lcm"", ""rag_binary_search"", ""rag_type_conversions""]",
mbpp_741,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,True,,531,112,10.75,6560.22,6570.97,5.59e-05,0.0487,[],"[""rag_string_manipulation"", ""rag_hashmap_counter"", ""rag_regex_patterns""]",
mbpp_757,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,True,,566,345,11.87,4842.75,4854.62,8.67e-05,0.0658,[],"[""rag_hashmap_counter"", ""rag_string_manipulation"", ""rag_sorting_custom_keys""]",
mbpp_770,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,True,,532,362,10.48,5838.23,5848.71,8.6e-05,0.0569,[],"[""rag_bit_manipulation"", ""rag_math_gcd_lcm"", ""rag_itertools_combinations""]",
mbpp_779,MBPP,C_borderline,openai/gpt-oss-20b,S2,1,True,,566,171,11.82,6685.84,6697.66,6.58e-05,0.0704,[],"[""rag_hashmap_counter"", ""rag_itertools_combinations"", ""rag_bit_manipulation""]",
humaneval_0,HumanEval,A_easy,openai/gpt-oss-20b,S2,1,True,,667,405,20.03,3842.85,3862.88,0.000102,0.081,[],"[""rag_edge_cases_checklist"", ""rag_bit_manipulation"", ""rag_binary_search""]",
humaneval_11,HumanEval,A_easy,openai/gpt-oss-20b,S2,1,True,,659,255,15.85,9777.27,9793.12,8.33e-05,0.0679,[],"[""rag_type_conversions"", ""rag_bit_manipulation"", ""rag_string_manipulation""]",
humaneval_12,HumanEval,A_easy,openai/gpt-oss-20b,S2,1,True,,597,290,18.78,5815.14,5833.92,8.26e-05,0.0579,[],"[""rag_string_manipulation"", ""rag_hashmap_counter"", ""rag_regex_patterns""]",
humaneval_13,HumanEval,A_easy,openai/gpt-oss-20b,S2,1,True,,665,142,13.03,6612.4,6625.43,7.02e-05,0.0553,[],"[""rag_math_gcd_lcm"", ""rag_prime_numbers_sieve"", ""rag_type_conversions""]",
humaneval_14,HumanEval,A_easy,openai/gpt-oss-20b,S2,1,True,,553,135,15.51,4692.81,4708.32,6.04e-05,0.0688,[],"[""rag_string_manipulation"", ""rag_regex_patterns"", ""rag_sorting_custom_keys""]",
humaneval_15,HumanEval,A_easy,openai/gpt-oss-20b,S2,1,True,,600,222,13.47,4734.06,4747.53,7.46e-05,0.0596,[],"[""rag_regex_patterns"", ""rag_string_manipulation"", ""rag_type_conversions""]",
