task_id,source,model,strategy,run_number,passed,error_type,input_tokens,output_tokens,latency_ms,estimated_cost_usd,execution_time_s,error_msg
mbpp_71,MBPP,openai/gpt-oss-20b,S0,1,True,,134,398,1889.83,5.85e-05,0.0749,
mbpp_72,MBPP,openai/gpt-oss-20b,S0,1,True,,147,512,4139.93,7.32e-05,0.0613,
mbpp_74,MBPP,openai/gpt-oss-20b,S0,1,False,runtime_error,141,512,3833.54,7.27e-05,0.0938,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpzx_uk0mu.py"", line 4, in <module>
    assert is_samepatterns([""red"",""green"",""green""], [""a"", ""b"", ""b""])==True
           ^"
mbpp_75,MBPP,openai/gpt-oss-20b,S0,1,True,,145,341,4766.98,5.25e-05,0.0586,
mbpp_77,MBPP,openai/gpt-oss-20b,S0,1,True,,140,187,2618.47,3.36e-05,0.0583,
mbpp_79,MBPP,openai/gpt-oss-20b,S0,1,True,,141,149,2549.64,2.92e-05,0.0588,
mbpp_80,MBPP,openai/gpt-oss-20b,S0,1,True,,137,231,1660.34,3.87e-05,0.0714,
mbpp_82,MBPP,openai/gpt-oss-20b,S0,1,True,,136,164,1645.13,3.06e-05,0.0622,
humaneval_0,HumanEval,openai/gpt-oss-20b,S0,1,True,,233,164,2496.76,3.83e-05,0.5216,
humaneval_1,HumanEval,openai/gpt-oss-20b,S0,1,False,runtime_error,223,512,2968.46,7.93e-05,0.0946,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp7rmw_xwm.py"", line 21, in <module>
    check(separate_paren_groups)
          ^^^^^^^^^^^^^^^^^^^^^
NameError: name 'sepa"
humaneval_2,HumanEval,openai/gpt-oss-20b,S0,1,True,,192,265,4743.5,4.72e-05,0.0778,
humaneval_3,HumanEval,openai/gpt-oss-20b,S0,1,True,,226,227,2731.57,4.53e-05,0.0681,
humaneval_4,HumanEval,openai/gpt-oss-20b,S0,1,True,,226,290,2750.85,5.29e-05,0.0704,
humaneval_5,HumanEval,openai/gpt-oss-20b,S0,1,True,,206,253,3706.47,4.68e-05,0.0734,
humaneval_6,HumanEval,openai/gpt-oss-20b,S0,1,True,,218,275,2825.12,5.04e-05,0.0603,
humaneval_7,HumanEval,openai/gpt-oss-20b,S0,1,True,,201,204,2489.38,4.06e-05,0.0743,
humaneval_8,HumanEval,openai/gpt-oss-20b,S0,1,True,,218,207,3703.97,4.23e-05,0.0686,
humaneval_9,HumanEval,openai/gpt-oss-20b,S0,1,False,syntax_error,208,193,2596.77,3.98e-05,0.0892,"File ""C:\Users\dell\AppData\Local\Temp\tmp9olvjvz4.py"", line 15
    return result""""""
                 ^
SyntaxError: unterminated triple-quoted string literal (detected at line 29)"
humaneval_10,HumanEval,openai/gpt-oss-20b,S0,1,False,assertion_error,248,498,3004.15,7.96e-05,0.0965,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp6l48270o.py"", line 39, in <module>
    check(make_palindrome)
    ~~~~~^^^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Lo"
humaneval_11,HumanEval,openai/gpt-oss-20b,S0,1,True,,186,207,3635.82,3.97e-05,0.0739,
humaneval_12,HumanEval,openai/gpt-oss-20b,S0,1,True,,210,283,2700.65,5.08e-05,0.0619,
humaneval_13,HumanEval,openai/gpt-oss-20b,S0,1,True,,178,232,3463.58,4.21e-05,0.0643,
humaneval_14,HumanEval,openai/gpt-oss-20b,S0,1,True,,167,131,2371.52,2.91e-05,0.072,
humaneval_15,HumanEval,openai/gpt-oss-20b,S0,1,True,,176,124,1552.84,2.9e-05,0.0658,
humaneval_16,HumanEval,openai/gpt-oss-20b,S0,1,True,,181,240,2633.34,4.33e-05,0.0703,
humaneval_17,HumanEval,openai/gpt-oss-20b,S0,1,True,,278,392,2838.55,6.93e-05,0.0557,
humaneval_18,HumanEval,openai/gpt-oss-20b,S0,1,True,,196,251,3690.46,4.58e-05,0.0648,
humaneval_19,HumanEval,openai/gpt-oss-20b,S0,1,True,,213,311,3784.31,5.44e-05,0.0714,
humaneval_20,HumanEval,openai/gpt-oss-20b,S0,1,True,,276,445,3690.12,7.55e-05,0.0751,
humaneval_21,HumanEval,openai/gpt-oss-20b,S0,1,True,,233,301,4497.31,5.48e-05,0.0743,
humaneval_22,HumanEval,openai/gpt-oss-20b,S0,1,True,,202,271,3727.9,4.87e-05,0.0653,
humaneval_23,HumanEval,openai/gpt-oss-20b,S0,1,True,,151,129,2398.12,2.76e-05,0.0745,
humaneval_24,HumanEval,openai/gpt-oss-20b,S0,1,True,,160,322,1829.0,5.14e-05,0.063,
humaneval_25,HumanEval,openai/gpt-oss-20b,S0,1,True,,234,323,3882.15,5.75e-05,0.0764,
humaneval_26,HumanEval,openai/gpt-oss-20b,S0,1,True,,192,156,2567.14,3.41e-05,0.0788,
humaneval_27,HumanEval,openai/gpt-oss-20b,S0,1,True,,156,96,2500.37,2.4e-05,0.0497,
humaneval_28,HumanEval,openai/gpt-oss-20b,S0,1,True,,165,116,1510.95,2.71e-05,0.0597,
humaneval_29,HumanEval,openai/gpt-oss-20b,S0,1,True,,196,141,1545.36,3.26e-05,0.0675,
humaneval_30,HumanEval,openai/gpt-oss-20b,S0,1,True,,221,208,2493.55,4.26e-05,0.0671,
humaneval_31,HumanEval,openai/gpt-oss-20b,S0,1,True,,207,256,2589.61,4.73e-05,0.0553,
humaneval_32,HumanEval,openai/gpt-oss-20b,S0,1,False,syntax_error,368,512,4932.39,9.09e-05,0.0932,"File ""C:\Users\dell\AppData\Local\Temp\tmpot6x8dwc.py"", line 16
    return roots[0].real if roots
           ^^^^^^^^^^^^^^^^^^^^^^
SyntaxError: expected 'else' after 'if' expression"
humaneval_33,HumanEval,openai/gpt-oss-20b,S0,1,False,syntax_error,261,512,4974.38,8.23e-05,0.1009,"File ""C:\Users\dell\AppData\Local\Temp\tmp4gl54wgf.py"", line 2
    """"""This function takes a list l and returns a list l' such that
    ^
SyntaxError: unterminated triple-quoted string literal (detecte"
humaneval_34,HumanEval,openai/gpt-oss-20b,S0,1,True,,181,236,4441.24,4.28e-05,0.0602,
humaneval_35,HumanEval,openai/gpt-oss-20b,S0,1,True,,190,205,2646.0,3.98e-05,0.0557,
humaneval_36,HumanEval,openai/gpt-oss-20b,S0,1,False,runtime_error,187,512,2931.9,7.64e-05,0.0794,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp715qmreu.py"", line 16, in <module>
    check(fizz_buzz)
          ^^^^^^^^^
NameError: name 'fizz_buzz' is not defined"
humaneval_37,HumanEval,openai/gpt-oss-20b,S0,1,True,,231,464,4909.32,7.42e-05,0.0665,
humaneval_38,HumanEval,openai/gpt-oss-20b,S0,1,False,runtime_error,267,242,4665.12,5.04e-05,0.0961,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpg34obf8t.py"", line 22, in <module>
    check(decode_cyclic)
    ~~~~~^^^^^^^^^^^^^^^
  File ""C:\Users\dell\AppData\Local\"
humaneval_39,HumanEval,openai/gpt-oss-20b,S0,1,False,syntax_error,204,512,2986.39,7.78e-05,0.0949,"File ""C:\Users\dell\AppData\Local\Temp\tmp9_14kiyj.py"", line 23
    for
       ^
SyntaxError: invalid syntax"
humaneval_40,HumanEval,openai/gpt-oss-20b,S0,1,False,assertion_error,267,512,5895.78,8.28e-05,0.0828,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpbqvdscs2.py"", line 23, in <module>
    check(triples_sum_to_zero)
    ~~~~~^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\dell\Ap"
humaneval_41,HumanEval,openai/gpt-oss-20b,S0,1,False,runtime_error,257,512,4983.87,8.2e-05,0.0892,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp6ows09q2.py"", line 13, in <module>
    check(car_race_collision)
          ^^^^^^^^^^^^^^^^^^
NameError: name 'car_race_c"
humaneval_42,HumanEval,openai/gpt-oss-20b,S0,1,True,,217,225,4636.05,4.44e-05,0.0423,
humaneval_43,HumanEval,openai/gpt-oss-20b,S0,1,True,,265,400,3812.24,6.92e-05,0.0535,
humaneval_44,HumanEval,openai/gpt-oss-20b,S0,1,True,,199,250,3728.16,4.59e-05,0.0623,
humaneval_45,HumanEval,openai/gpt-oss-20b,S0,1,True,,154,127,2529.25,2.76e-05,0.0523,
humaneval_46,HumanEval,openai/gpt-oss-20b,S0,1,True,,278,410,3042.4,7.14e-05,0.3236,
humaneval_47,HumanEval,openai/gpt-oss-20b,S0,1,True,,183,361,2878.0,5.8e-05,0.0694,
humaneval_48,HumanEval,openai/gpt-oss-20b,S0,1,True,,179,148,3636.17,3.21e-05,0.058,
humaneval_49,HumanEval,openai/gpt-oss-20b,S0,1,True,,214,365,2844.69,6.09e-05,0.0599,
mbpp_602,MBPP,openai/gpt-oss-20b,S0,2,True,,141,238,2410.78,3.98e-05,0.0576,
mbpp_603,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,143,512,2993.25,7.29e-05,0.0786,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpsk4vgs8l.py"", line 4, in <module>
    assert get_ludic(10) == [1, 2, 3, 5, 7]
           ^^^^^^^^^
NameError: name 'get_l"
mbpp_604,MBPP,openai/gpt-oss-20b,S0,2,True,,139,157,4644.69,3e-05,0.0354,
mbpp_605,MBPP,openai/gpt-oss-20b,S0,2,True,,138,180,1562.02,3.26e-05,0.0607,
mbpp_606,MBPP,openai/gpt-oss-20b,S0,2,True,,134,187,1585.44,3.32e-05,0.0367,
mbpp_607,MBPP,openai/gpt-oss-20b,S0,2,True,,153,303,2810.7,4.86e-05,0.0626,
mbpp_608,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,134,512,3027.33,7.22e-05,0.0913,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpll921r1j.py"", line 8, in <module>
    assert bell_Number(2) == 2
           ^^^^^^^^^^^^^^^^^^^
AssertionError"
mbpp_610,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,151,361,3854.37,5.54e-05,0.0919,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpxwz1aw8y.py"", line 6, in <module>
    assert remove_kth_element([1,1,2,3,4,4,5,1],3)==[1, 1, 3, 4, 4, 5, 1]
           ^^"
mbpp_611,MBPP,openai/gpt-oss-20b,S0,2,True,,148,225,3645.58,3.88e-05,0.0607,
mbpp_612,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,169,199,2634.36,3.74e-05,0.0935,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp89kylee2.py"", line 10, in <module>
    assert merge([['x', 'y','z' ], ['a', 'b','c'], ['m', 'n','o']]) == [['x', 'a', 'm'"
mbpp_614,MBPP,openai/gpt-oss-20b,S0,2,True,,147,283,1687.96,4.57e-05,0.0568,
mbpp_615,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,145,184,2589.6,3.37e-05,0.0997,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmppspn6df9.py"", line 5, in <module>
    assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, "
mbpp_616,MBPP,openai/gpt-oss-20b,S0,2,True,,143,207,1641.62,3.63e-05,0.035,
mbpp_617,MBPP,openai/gpt-oss-20b,S0,2,False,syntax_error,160,512,2950.2,7.42e-05,0.0842,"File ""C:\Users\dell\AppData\Local\Temp\tmp5dfxoq0c.py"", line 4
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 10)"
mbpp_618,MBPP,openai/gpt-oss-20b,S0,2,True,,134,176,4667.72,3.18e-05,0.0575,
mbpp_619,MBPP,openai/gpt-oss-20b,S0,2,True,,140,309,1758.19,4.83e-05,0.0423,
mbpp_620,MBPP,openai/gpt-oss-20b,S0,2,True,,147,281,2798.39,4.55e-05,0.0618,
mbpp_622,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,140,483,2873.57,6.92e-05,0.0924,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpuc13wqia.py"", line 34, in <module>
    assert get_median([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) == 16.0
           "
mbpp_623,MBPP,openai/gpt-oss-20b,S0,2,True,,140,167,3564.15,3.12e-05,0.0587,
mbpp_624,MBPP,openai/gpt-oss-20b,S0,2,True,,136,125,1540.91,2.59e-05,0.0359,
mbpp_625,MBPP,openai/gpt-oss-20b,S0,2,True,,140,185,1357.5,3.34e-05,0.0461,
mbpp_626,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,150,512,2956.85,7.34e-05,0.0738,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpwlrrm23z.py"", line 4, in <module>
    assert triangle_area(-1) == None
           ^^^^^^^^^^^^^
NameError: name 'triangle"
mbpp_627,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,144,373,4770.39,5.63e-05,0.0921,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpkojbku_2.py"", line 18, in <module>
    assert find_First_Missing([2,3,5,8,9]) == 0
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_628,MBPP,openai/gpt-oss-20b,S0,2,True,,139,229,2661.73,3.86e-05,0.0589,
mbpp_629,MBPP,openai/gpt-oss-20b,S0,2,True,,137,135,2665.33,2.72e-05,0.0585,
mbpp_630,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,139,323,1823.58,4.99e-05,0.0914,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmphfbafn43.py"", line 10, in <module>
    assert get_coordinates((3, 4)) == [[2, 3], [2, 4], [2, 5], [3, 3], [3, 4], [3, 5],"
mbpp_631,MBPP,openai/gpt-oss-20b,S0,2,True,,142,192,2385.79,3.44e-05,0.058,
mbpp_632,MBPP,openai/gpt-oss-20b,S0,2,True,,141,255,2722.73,4.19e-05,0.0742,
mbpp_633,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,147,349,1875.69,5.36e-05,0.0889,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp9_yxqw_2.py"", line 18, in <module>
    assert pair_xor_Sum([5,9,7,6],4) == 47
           ~~~~~~~~~~~~^^^^^^^^^^^^^
TypeEr"
mbpp_635,MBPP,openai/gpt-oss-20b,S0,2,False,syntax_error,133,512,3982.27,7.21e-05,0.088,"File ""C:\Users\dell\AppData\Local\Temp\tmp6tgz8r_6.py"", line 15
    for i in range(n // 2
                  ^
SyntaxError: '(' was never closed"
mbpp_637,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,144,225,3687.73,3.85e-05,0.0913,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpyewp5_mn.py"", line 5, in <module>
    assert noprofit_noloss(1500,1200)==False
           ~~~~~~~~~~~~~~~^^^^^^^^^^^
Type"
mbpp_638,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,153,396,2593.78,5.98e-05,0.0925,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpbg3uxyv6.py"", line 12, in <module>
    assert wind_chill(120,35)==40
           ^^^^^^^^^^^^^^^^^^^^^^
AssertionError"
mbpp_639,MBPP,openai/gpt-oss-20b,S0,2,True,,152,216,3393.44,3.81e-05,0.0617,
mbpp_640,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,143,219,2598.7,3.77e-05,0.0768,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmph0a3m9qk.py"", line 16, in <module>
    assert remove_parenthesis([""python (chrome)""])==(""python"")
           ~~~~~~~~~~~~"
mbpp_641,MBPP,openai/gpt-oss-20b,S0,2,True,,136,473,1970.46,6.76e-05,0.0729,
mbpp_643,MBPP,openai/gpt-oss-20b,S0,2,True,,149,359,4772.59,5.5e-05,0.0616,
mbpp_644,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,140,360,2778.37,5.44e-05,0.0946,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpgqk0qn2c.py"", line 14, in <module>
    assert reverse_Array_Upto_K([1, 2, 3, 4, 5, 6],4) == [4, 3, 2, 1, 5, 6]
          "
mbpp_720,MBPP,openai/gpt-oss-20b,S0,2,True,,144,257,3737.7,4.24e-05,0.054,
mbpp_721,MBPP,openai/gpt-oss-20b,S0,2,True,,212,512,2994.9,7.84e-05,0.0708,
mbpp_722,MBPP,openai/gpt-oss-20b,S0,2,True,,178,205,3583.16,3.88e-05,0.059,
mbpp_723,MBPP,openai/gpt-oss-20b,S0,2,True,,151,104,2601.85,2.46e-05,0.058,
mbpp_724,MBPP,openai/gpt-oss-20b,S0,2,True,,150,261,1717.33,4.33e-05,0.0719,
mbpp_725,MBPP,openai/gpt-oss-20b,S0,2,True,,141,194,2631.88,3.46e-05,0.0572,
mbpp_726,MBPP,openai/gpt-oss-20b,S0,2,True,,175,137,1538.44,3.04e-05,0.0336,
mbpp_728,MBPP,openai/gpt-oss-20b,S0,2,True,,166,71,2551.5,2.18e-05,0.0363,
mbpp_730,MBPP,openai/gpt-oss-20b,S0,2,True,,137,318,463.76,4.91e-05,0.0627,
mbpp_731,MBPP,openai/gpt-oss-20b,S0,2,True,,147,134,3424.93,2.78e-05,0.0374,
mbpp_732,MBPP,openai/gpt-oss-20b,S0,2,True,,143,156,1578.44,3.02e-05,0.0592,
mbpp_733,MBPP,openai/gpt-oss-20b,S0,2,True,,146,260,2639.93,4.29e-05,0.0574,
mbpp_734,MBPP,openai/gpt-oss-20b,S0,2,True,,167,436,3042.49,6.57e-05,0.0556,
mbpp_735,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,163,512,4281.76,7.45e-05,0.066,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp3cq1v8q7.py"", line 4, in <module>
    assert toggle_middle_bits(9) == 15
           ^^^^^^^^^^^^^^^^^^
NameError: name 't"
mbpp_736,MBPP,openai/gpt-oss-20b,S0,2,True,,169,273,3707.83,4.63e-05,0.0647,
mbpp_737,MBPP,openai/gpt-oss-20b,S0,2,True,,143,153,2573.9,2.98e-05,0.0689,
mbpp_738,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,164,512,1966.58,7.46e-05,0.0944,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpq1xq6mpm.py"", line 4, in <module>
    assert geometric_sum(7) == 1.9921875
           ^^^^^^^^^^^^^
NameError: name 'geom"
mbpp_739,MBPP,openai/gpt-oss-20b,S0,2,True,,161,504,4929.88,7.34e-05,0.0605,
mbpp_740,MBPP,openai/gpt-oss-20b,S0,2,True,,164,235,4672.22,4.13e-05,0.0558,
mbpp_741,MBPP,openai/gpt-oss-20b,S0,2,True,,142,260,1738.33,4.26e-05,0.0533,
mbpp_742,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,140,512,2906.48,7.26e-05,0.086,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmprzmxn0ou.py"", line 4, in <module>
    assert area_tetrahedron(3)==15.588457268119894
           ^^^^^^^^^^^^^^^^
NameErro"
mbpp_743,MBPP,openai/gpt-oss-20b,S0,2,True,,158,296,4696.74,4.82e-05,0.0535,
mbpp_744,MBPP,openai/gpt-oss-20b,S0,2,True,,140,169,2562.42,3.15e-05,0.052,
mbpp_745,MBPP,openai/gpt-oss-20b,S0,2,True,,174,388,1862.83,6.05e-05,0.0563,
mbpp_746,MBPP,openai/gpt-oss-20b,S0,2,True,,158,164,3430.54,3.23e-05,0.0576,
mbpp_747,MBPP,openai/gpt-oss-20b,S0,2,False,syntax_error,162,512,2941.93,7.44e-05,0.0965,"File ""C:\Users\dell\AppData\Local\Temp\tmp2yftu4n5.py"", line 24
    k -=
        ^
SyntaxError: invalid syntax"
mbpp_748,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,142,512,3874.04,7.28e-05,0.089,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpgtvzr51k.py"", line 4, in <module>
    assert capital_words_spaces(""Python"") == 'Python'
           ^^^^^^^^^^^^^^^^^^^^
N"
mbpp_749,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,158,261,4525.41,4.4e-05,0.1003,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpe7tka9aq.py"", line 14, in <module>
    assert sort_numeric_strings( ['4','12','45','7','0','100','200','-12','-500'])==[-"
mbpp_750,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,137,184,2570.18,3.3e-05,0.0904,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp224opt7_.py"", line 12, in <module>
    assert add_tuple([5, 6, 7], (9, 10)) == [5, 6, 7, 9, 10]
           ~~~~~~~~~^^^^^"
mbpp_751,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,166,431,1853.02,6.5e-05,0.0809,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpb2g5bo_x.py"", line 13, in <module>
    assert check_min_heap([1, 2, 3, 4, 5, 6]) == True
           ^^^^^^^^^^^^^^
NameEr"
mbpp_752,MBPP,openai/gpt-oss-20b,S0,2,True,,210,299,4724.21,5.27e-05,0.0563,
mbpp_753,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,168,430,2892.33,6.5e-05,0.0911,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpwmp6nkzo.py"", line 16, in <module>
    assert min_k([('tanmay', 14), ('Amer', 11), ('Ayesha', 9), ('SKD', 16)], 1) == [('"
mbpp_754,MBPP,openai/gpt-oss-20b,S0,2,True,,172,179,3709.89,3.52e-05,0.0555,
mbpp_755,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,138,282,2530.22,4.49e-05,0.0872,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpmas5cz53.py"", line 14, in <module>
    assert second_smallest([2,2])==None
           ~~~~~~~~~~~~~~~^^^^^^^
  File ""C:\U"
mbpp_756,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,167,267,2694.79,4.54e-05,0.0948,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpc0d5s6r0.py"", line 9, in <module>
    assert text_match_zero_one(""abbbba"")==True
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_757,MBPP,openai/gpt-oss-20b,S0,2,True,,162,450,2889.11,6.7e-05,0.0647,
mbpp_758,MBPP,openai/gpt-oss-20b,S0,2,True,,168,478,3659.43,7.08e-05,0.0637,
mbpp_759,MBPP,openai/gpt-oss-20b,S0,2,True,,144,436,5037.53,6.38e-05,0.0675,
mbpp_760,MBPP,openai/gpt-oss-20b,S0,2,True,,143,231,3624.34,3.92e-05,0.0499,
mbpp_762,MBPP,openai/gpt-oss-20b,S0,2,True,,155,180,1668.27,3.4e-05,0.0583,
mbpp_763,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,159,251,2702.67,4.28e-05,0.0795,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpynpuiyd_.py"", line 21, in <module>
    assert find_min_diff((1,5,3,19,18,25),6) == 1
           ~~~~~~~~~~~~~^^^^^^^^^^^^"
mbpp_764,MBPP,openai/gpt-oss-20b,S0,2,True,,138,102,2509.06,2.33e-05,0.0563,
mbpp_765,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,144,512,904.79,7.3e-05,0.0894,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpqr270cq1.py"", line 4, in <module>
    assert is_polite(7) == 11
           ^^^^^^^^^
NameError: name 'is_polite' is not d"
mbpp_766,MBPP,openai/gpt-oss-20b,S0,2,True,,143,131,4376.85,2.72e-05,0.058,
mbpp_767,MBPP,openai/gpt-oss-20b,S0,2,True,,157,244,1691.48,4.18e-05,0.056,
mbpp_769,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,135,283,2811.26,4.48e-05,0.084,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpbmfj4ics.py"", line 6, in <module>
    assert (Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35])) == [10, 20, 30, 15]
     "
mbpp_770,MBPP,openai/gpt-oss-20b,S0,2,True,,143,269,2682.52,4.37e-05,0.0503,
mbpp_771,MBPP,openai/gpt-oss-20b,S0,2,True,,155,237,2652.12,4.08e-05,0.0597,
mbpp_772,MBPP,openai/gpt-oss-20b,S0,2,True,,140,277,2708.88,4.44e-05,0.0551,
mbpp_773,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,151,512,2978.14,7.35e-05,0.0826,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpvp04niu0.py"", line 4, in <module>
    assert occurance_substring('python programming, python language','python')==('pytho"
mbpp_775,MBPP,openai/gpt-oss-20b,S0,2,True,,142,208,3378.71,3.63e-05,0.0669,
mbpp_776,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,143,295,2743.33,4.68e-05,0.0841,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpaa6xfljb.py"", line 13, in <module>
    assert count_vowels('bestinstareels') == 7
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_777,MBPP,openai/gpt-oss-20b,S0,2,False,assertion_error,142,126,2571.34,2.65e-05,0.0849,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmplpbmrb54.py"", line 8, in <module>
    assert find_sum([1,2,3,1,1,4,5,6]) == 21
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
mbpp_778,MBPP,openai/gpt-oss-20b,S0,2,True,,142,227,1616.43,3.86e-05,0.0695,
mbpp_779,MBPP,openai/gpt-oss-20b,S0,2,True,,168,512,2846.68,7.49e-05,0.0584,
mbpp_780,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,164,512,5025.45,7.46e-05,0.0681,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmpx6ezp4mk.py"", line 4, in <module>
    assert find_combinations([(2, 4), (6, 7), (5, 1), (6, 10)]) == [(8, 11), (7, 5), (8"
mbpp_781,MBPP,openai/gpt-oss-20b,S0,2,True,,162,394,3822.76,6.02e-05,0.0511,
mbpp_782,MBPP,openai/gpt-oss-20b,S0,2,False,runtime_error,158,512,3809.85,7.41e-05,0.0735,"Traceback (most recent call last):
  File ""C:\Users\dell\AppData\Local\Temp\tmp2zaic8wq.py"", line 4, in <module>
    assert odd_length_sum([1,2,4]) == 14
           ^^^^^^^^^^^^^^
NameError: name 'odd"
mbpp_783,MBPP,openai/gpt-oss-20b,S0,2,False,syntax_error,156,512,5033.83,7.39e-05,0.092,"File ""C:\Users\dell\AppData\Local\Temp\tmp36xfpa84.py"", line 46
    assert rgb_to_hsv(255, 255, 255)==(0, 0.0, 100.0)
    ^^^^^^
IndentationError: expected an indented block after 'if' statement on li"
mbpp_784,MBPP,openai/gpt-oss-20b,S0,2,True,,144,268,3482.31,4.37e-05,0.0598,
mbpp_785,MBPP,openai/gpt-oss-20b,S0,2,True,,136,295,2794.49,4.63e-05,0.0624,
mbpp_786,MBPP,openai/gpt-oss-20b,S0,2,True,,142,179,2606.46,3.28e-05,0.0477,
